id_projeto,titulo,classificacao_primaria,classificacao_secundaria,data_inicio,data_conclusao,situacao,coordenador,unidade_lista,sigla_unidade_lista,resumo,palavra_chave_1,palavra_chave_2,palavra_chave_3,palavra_chave_4,apresentacao,unidade_extensao,sigla_unidade_extensao,score_rrf,score_dense,score_bm25,is_stem
2784,Introdução às discussões sobre esporte e gênero,Extensão,Curso ou Oficina de Extensão,2021-11-03,2021-12-20,Aguardando envio de relatório,MARIANA ZUANETI MARTINS,Departamento de Desportos,DD/CEFD,"Dentre as inúmeras atividades de formação continuada relacionado ao esporte que temos visto durante a Pandemia do COVID-19, chama a atenção a carência de debates sobre a participação esportiva de meninas e mulheres a partir das questões de gênero. Por essa via, este curso de extensão visa promover um ambiente virtual introdutório às discussões relacionadas a esporte e gênero, sobretudo no que tange a participação de meninas e mulheres. Este curso tem como objetivos específicos: i) possibilitar o debate em torno das questões relacionadas a esporte e gênero ii) compreender o fenômeno da participação e da não participação de meninas e mulheres no esporte e no futebol iii) pensar estratégias para fomentar a participação de meninas e mulheres no esporte e no futebol iv) propiciar a formação continuada de profissionais/professores de Educação Física e Esporte que atuam ou pretendem atuar com meninas e mulheres. ",gênero,esportes,educação física,,"O curso de extensão intitulado “Introdução às discussões sobre esporte e gênero” tem como principal objetivo promover um ambiente virtual de debate voltado para a introdução às discussões relacionadas a esporte e gênero. Este projeto busca, inda que de forma inicial, construir estratégias e ferramentas para pensar sobre a inserção de meninas no esporte e a construção de ambientes seguros de participação. A proposta desse curso é promover a leitura e discussão de textos (artigos, livros e capítulos de livros) que trabalhem a partir dessa temática. O curso será dividido em três blocos os quais buscará i) compreender o fenômeno da participação e da não participação de meninas e mulheres no esporte e no futebol, como resultado de questões culturais. ii) discutir como as questões de gênero agem e promovem diferentes tipos de vivencias esportivas de meninas e mulheres. iii) traçar possíveis proposições que ajudem a pensar práticas para o fomento da participação de meninas no esporte e para a construção de ambientes favoráveis a participação destas. O curso será distribuído em 8 encontros virtuais de aproximadamente duas horas de duração cada, totalizando 16 horas de curso.",Departamento de Desportos,DD/CEFD,0.017733627667402503,0.85320616,29.75399779724086,False
619,Clínica Bicha,Extensão,Projeto de Extensão,2019-03-04,2021-03-03,Concluído,JESIO ZAMBONI,Departamento de Psicologia,DP/CCHN,"“Clínica Bicha” é um projeto de extensão voltado para o campo da diversidade sexual e de gênero na interface com as práticas psicológicas. Em torno da prática psicológica clínica, pretende-se desenvolver os princípios da “Política Nacional de Saúde Integral de Lésbicas, Gays, Bissexuais, Travestis e Transexuais (LGBT)”. Propõe-se oferecer à essa população, no estado do Espírito Santo, diversas modalidades de atendimento — acolhimento e orientação; clínica individual; clínica grupal; dentre outras possíveis, em função da demanda. Em uma perspectiva clínico-institucional, essas ações — a serem realizadas no Núcleo de Psicologia Aplicada (NPA), da UFES — serão articuladas com diversas políticas públicas relacionadas ao campo da diversidade sexual e de gênero, por meio de organizações governamentais e não-governamentais. O foco desse projeto de extensão é ampliar e fortalecer a perspectiva da integralidade em saúde a partir das questões produzidas pela população LGBT.",Psicologia Clínica,Diversidade Sexual,Subjetividade,Atenção Integral à Saúde,"“Clínica Bicha” é um projeto de extensão voltado para o campo da diversidade sexual e de gênero na interface com as práticas psicológicas. Em torno da prática psicológica clínica, pretende-se desenvolver os princípios da “Política Nacional de Saúde Integral de Lésbicas, Gays, Bissexuais, Travestis e Transexuais (LGBT)” (BRASIL, 2013). O projeto propõe oferecer à essa população, no estado do Espírito Santo, diversas modalidades de atendimento — acolhimento e orientação; clínica individual; clínica grupal; dentre outras possíveis, em função da demanda. Em uma perspectiva clínico-institucional, essas ações — a serem realizadas no Núcleo de Psicologia Aplicada (NPA), da Universidade Federal do Espírito Santo (UFES) — serão articuladas com diversas políticas públicas relacionadas ao campo da diversidade sexual e de gênero, por meio de organizações governamentais e não-governamentais. O foco desse projeto de extensão é ampliar e fortalecer a perspectiva da integralidade em saúde a partir das questões produzidas pela população LGBT. Fundamental, nesse sentido, é a discussão teórica, política e ética relativa a esse campo na formação de profissionais da saúde, especialmente psicólogos. A população LGBT apresenta constantes queixas de preconceito e estigmatização nos serviços de saúde, inclusive por parte de profissionais da psicologia. Os variados saberes psicológicos precisam ser (re)pensados a partir das demandas desta população. ",Departamento de Psicologia,DP/CCHN,0.01748358528019545,0.85671496,23.25872493994258,False
564,Cuidado Integral à Mulher e à Criança,Extensão,Programa de Extensão,2009-12-20,2028-12-31,Ativo,MARCIA VALERIA DE SOUZA ALMEIDA,Departamento de Enfermagem,DE/CCS,"Projeto desenvolvido pelo Departamento de Enfermagem em parceria com o ambulatório de ginecologia e obstetrícia, Maternidade e Ginecologia, Pediatria, Unidade de Terapia Intensiva Neonatal, Banco de Leite Humano do Hospital Universitário com o objetivo de Prestar assistência as mulheres nos cuidados durante a gestação, o parto e o pós-parto; e nas situações ginecológicas e gineco-oncológicas; Orientar as famílias no cuidado as crianças no período neonatal e no crescimento e desenvolvimento infantil; Discutir com os acadêmicos as teorias, processo de enfermagem e classificações de enfermagem para o cuidado integral à mulher e à criança; Propor tecnologias educacionais para o ensino da assistência integral à mulher e à criança. A realização dos atendimentos clínicos proporcionou aos estudantes, além de sua inserção no contexto hospitalar, uma visão de promoção, prevenção e cuidado com a mulher e o recém-nascido integrando ensino e serviço. ",Saude da Mulher,Saude da Crianca,Saude do Adolescente,Tecnologias Educacionais,"A gravidez, o parto e o puerpério são eventos sociais que integram o ciclo reprodutivo de homens e mulheres. É um processo único, especial no universo da mulher e seu parceiro, que envolve também as suas famílias e a comunidade. É uma experiência das mais interessantes e positivas, e altamente enriquecedora para todos que dela participam (BRASIL, 2005).
A gestação é um período de intensas transformações físicas e emocionais, onde cada mulher vivencia de forma distinta, assim, um acompanhamento humanizado oferecido durante o Pré-Natal é significativo para o bem-estar do casal e do bebê.
O estímulo a amamentação é uma das prioridades na área da saúde, uma vez que constitui um importante fator de prevenção de infecções e mortes infantis e tem impacto extremamente positivo no desenvolvimento das crianças e na saúde das mães (BRASIL, 2015).
A assistência integral à saúde da mulher passa pela construção de uma nova forma de trabalhar em saúde, exigindo envolvimento e capacitação de todos os profissionais envolvidos. 
Em relação à criança, as prioridades estão pautadas no acompanhamento do crescimento e desenvolvimento de menores de cinco anos, no incentivo ao aleitamento materno exclusivo nos primeiros seis meses de vida, na imunização e no controle das doenças de maior prevalência na infância, como as diarréias e as doenças respiratórias agudas, computadas como principais causas de mortalidade infantil (HOCKENBERRY; WILSON, 2011).
Nesse contexto faz-se necessário as implementar ações educativas concretas que permeiam todas as atividades, possibilitando não só um maior diálogo entre o profissional e os clientes, como, também favorecendo maior conhecimento sobre prevenção da saúde e integridade do corpo e mente.",Departamento de Enfermagem,DE/CCS,0.01711081986311344,0.85551536,25.192723137363945,False
214,Projeto AMAMENTA-2016-2017,Extensão,Projeto de Extensão,2009-12-20,2026-12-31,Ativo,CANDIDA CANICALI PRIMO,Departamento de Enfermagem,DE/CCS,"O objetivo: promover, proteger e apoiar a amamentação . METODO: Realização de grupo de estudo sobre: amamentação, cuidados perinatais à mulher e à criança com leitura e discussão de artigos e dissertações para embasamento teórico do projeto; Atendimento individual às pacientes no Banco de Leite Humano e Maternidade e Desenvolvimento de materiais educativos para instrumentalizar as mulheres e familiares. RESULTADOS:  Em 2018 realizado 1050  atendimentos a mãe e a criança. As acadêmicas do projeto participaram de várias ações educativas de promoção da amamentação durante o Agosto Dourado em diversos locais da grande Vitória. CONCLUSÕES: A realização dos atendimentos clínicos à mulher e à criança proporcionou aos estudantes, além de sua inserção no contexto hospitalar, uma visão de promoção, prevenção e cuidado com a mulher e o recém-nascido integrando ensino e serviço. O projeto contribui na implementação das politicas públicas de incentivo ao aleitamento materno.",Aleitamento materno,Banco de leite,Saúde da mulher e criança,Enfermagem,"Amamentação é um fenômeno complexo que ultrapassa as questões biológicas e nutricionais, e pode sofrer influencia de fatores biológicos, psicológicos, culturais, sociais, econômicos e políticos. Amamentar traz benefícios para a criança, para a mãe, para a família e ainda para a sociedade (PRIMO; BRANDÃO, 2017).
Para a criança, destaca-se a redução da mortalidade infantil, principalmente por diarreia e por infecções respiratórias; diminui a incidência e a gravidade das doenças; melhora o desenvolvimento neuropsicomotor; reduz as manifestações alérgicas, especialmente durante a amamentação exclusiva. Ressalta-se ainda, a menor incidência de doenças crônicas como aterosclerose, hipertensão arterial, diabetes mellitus, doença de Crohn, colite ulcerativa, doença celíaca, doenças autoimunes e linfoma. O benefício da amamentação inclui uma importância odontológica, visto que atua na proteção contra problemas de oclusão dentária, síndrome do respirador bucal e distúrbios dos órgãos fono-articulatórios (BRASIL, 2009). 
Para a mãe, o ato de amamentar acelera o processo involutivo uterino, pela liberação de ocitocina em resposta a sucção; reduz o sangramento pós-parto e as chances de desenvolver anemia; diminui a ocorrência de diabetes mellitus e cânceres de mama, ovário e útero; reduz as ocorrências de fraturas ósseas por osteoporose e promove o vínculo afetivo mãe-filho (CARVALHO, TAMEZ, 2002).
Para a família, a economia é um fator importante, pois evita gastos na compra de fórmulas infantis e mamadeiras, como também remédios para o bebê, uma vez que este em amamentação exclusiva será mais saudável (ARAUJO et al., 2004).
",Departamento de Enfermagem,DE/CCS,0.017028985507246377,0.8560275,23.760609486277836,False
5431,I Seminário de Educação Linguística com Crianças e Mulheres na Ciência (ELIC-MC),Extensão,Evento de Extensão,2026-05-07,2026-05-07,Aguardando envio de relatório,CLAUDIA JOTTO KAWACHI FURLAN,Departamento de Línguas Estrangeiras,DLE/CCHN,"O objetivo do 1o Seminário de Educação Linguística com Crianças e Mulheres na Ciência (ELIC-MC) é divulgar os resultados do Projeto “Mulheres na ciência: elaboração de material didático para educação linguística crítica em língua inglesa com crianças"". Trata-se de um projeto aprovado pelo edital 21/2023 da Fapes - Mulheres na Ciência. Durante o seminário, haverá palestras, oficinas e mesa redonda sobre elaboração de materiais didáticos com a temática Mulheres na Ciência e com foco na educação linguística nos anos iniciais do Ensino Fundamental. O seminário é destinado a professores e professoras dos anos iniciais do Ensino Fundamental, estudantes de graduação em Letras e Pedagogia, estudantes de Pós-Graduação em Linguística, Letras e Educação, e demais interessados na temática. 


", Mulheres na Ciência,Educação Linguística,Infâncias,Material didático,"O 1o Seminário de Educação Linguística com Crianças e Mulheres na Ciência (ELIC-MC) tem como foco a divulgação dos resultados do Projeto “Mulheres na ciência: elaboração de material didático para educação linguística crítica em língua inglesa com crianças"". Trata-se de um projeto aprovado pelo edital 21/2023 da Fapes - Mulheres na Ciência. Durante o seminário, haverá palestras, oficinas e mesa redonda sobre elaboração de materiais didáticos com a temática Mulheres na Ciência e com foco na educação linguística nos anos iniciais do Ensino Fundamental. 


",Departamento de Línguas Estrangeiras,DLE/CCHN,0.01675673411252147,0.86673504,12.952670538835548,False
1447,Curso de Formação Política “Feminismo: vertentes e prática política”,Extensão,Curso ou Oficina de Extensão,2020-03-21,2020-03-01,Concluído,LARA NEGREIROS GOBIRA,Assessoria de Gestão,AG/CCHN,"Curso gratuito de formação política sobre a história e as bases teóricas do(s) feminismo(s), diferenciando suas várias vertentes, bem como tratando da articulação entre classe, raça e sexo/gênero.",Feminismo,Prática política,Formação política,Estudos críticos,"O curso “Feminismo: vertentes e prática política” apresentará às/aos participantes as principais vertentes do feminismo, tais como o feminismo liberal, o feminismo socialista, o feminismo radical, o feminismo marxista, o feminismo materialista, dentre outros. O intuito é revelar a gênese histórica e as bases teóricas que os acompanham, para então pensar como impactam a prática política. Em meio a esta apresentação, trataremos de alguns temas controversos, tais como gênero e sexo, interseccionalidade e consubstancialidade, pensamento hétero etc. Temas como machismo, assédio, racismo e exploração também serão abordados de forma complementar para melhor compreensão dos conceitos propostos.",Assessoria de Gestão,AG/CCHN,0.016684100418410043,0.84927386,33.35510472553245,False
2755,"Seminário SOMOS TODAS TEREZAS – GÊNERO, RAÇA, ARTE, CULTURA, INTERSECCIONALIDADE, RELIGIOSIDADE E AÇÕES POLÍTICAS ENTRE AS MULHERES NEGRAS",Extensão,Evento de Extensão,2021-07-26,2021-07-29,Concluído,JACYARA SILVA DE PAIVA,"Departamento de Linguagens, Cultura e Educação",DLCE/CE,"Evento online e gratuito que reuniu pesquisadoras, ativistas do Movimento Negro e Movimentos Sociais para discutir Interseccionalidade e dar visibilidade ao Dia Nacional de Tereza de Benguela. O dia 25 de julho é também conhecido como o Dia da Mulher Negra, Latino-Americana e Caribenha. No Brasil, a Lei 12.987/2014 instituiu oficialmente a data como Dia Nacional de Tereza de Benguela e da Mulher Negra em homenagem à líder do Quilombo do Quariterê, reafirmando assim, a identidade, a história, a cultura e as reflexões sobre a realidade da mulher negra brasileira, latino-americana e caribenha. 
A finalidade do projeto é a promoção da diversidade e oportunidade de formação para a igualdade de gênero, raça, religião, arte e outros com vistas a visibilidade positiva das mulheres negras e ações políticas.
",Interseccionalidade,Mulheres Negras, Palavra-chave ,Cultura,"Seminário SOMOS TODAS TEREZAS – GÊNERO, RAÇA, ARTE, CULTURA, INTERSECCIONALIDADE, RELIGIOSIDADE E AÇÕES POLÍTICAS ENTRE AS MULHERES NEGRAS.
A proposta deste projeto tem como resultado final a realização de um (01) dia de formação on-line que possibilitando atividades como: debates; palestras; lançamentos literários e atividades culturais que dialogam e agregam movimentos sociais, entidades públicas e privadas, coletivos, redes e universidades em âmbito estadual e nacional. O NEAB é o parceiro do projeto responsável pelas certificações dos participantes com a carga de 10 horas total.
O projeto visa ampliar o conhecimento sobre relações étnico-raciais e diretos étnicos entre as mulheres negras nos diversos municípios do Espirito Santo e de fora do Estado. 
O projeto nasce da necessidade de desconstruir percepções e ações discriminatórias
referente às mulheres negras, ampliar o conhecimento sobre relações étnico-raciais, também, dar visibilidade para o Dia da Mulher Negra, Latino-Americana e Caribenha, 25 de julho, que e conhecido como o dia de Tereza de Benguela, promulgado através da Lei 12.987/2014. O dia 25 de julho se estabelece como o Dia da Mulher Negra Latino-Americana e Caribenha desde 1992, quando foi realizado o I Encontro de Mulheres Negras da América Latina e Caribe, na República Dominicana. Esse encontro foi realizado com a participação de setenta países e discutiu a situação da mulher negra, deliberando a criação e fortalecimento da data. Por toda a América Latina e Caribe são realizadas atividades para marcar o dia 25 de julho, que afirma a necessidade de discutir e propor soluções para a realidade de vulnerabilidade da mulher negra no continente. O movimento de mulheres negras, a cada ano reivindica o dia como um 1 de 17 marcos de luta e visibilidade, de forma que o 25 de julho está para a mulher negra assim como o 08 de março para as mulheres em geral. ","Departamento de Linguagens, Cultura e Educação",DLCE/CE,0.016622794189334114,0.8483902,34.76130289532291,False
4474,TRANSEUNTES 2024,Extensão,Curso de Extensão,2024-05-18,2024-07-18,Concluído,JOAO LUIZ SIMPLICIO PORTO,"Departamento de Linguagens, Cultura e Educação",DLCE/CE," A representatividade, a inclusão e a permanência são construtos prioritários na Educação Superior, hoje curricularizada – como espelhamento da Educação Básica –  sob a tríade de classe, gênero e raça. Uma educação oficialmente (por análise do seu currículo) branca, “hetero-macho” e burguesa. Porém um Currículo Social vigente avança com políticas inclusivas, ainda que discutíveis, de vários modos, em vários tempos, sob vários pontos de vista partindo de uma infinidade de “outros lugares”. Temos aí uma Educação em que seus sujeitos buscam o direito de pertencimento social, nessa busca fazem parte mulheres e homens trans e travestis, que habitam as cidades, universidades, escolas, compondo um mundo do trabalho que por elas e eles – como campo de direitos, para além do acesso físico – precisam ser ocupados. Oficina de Fotografia TRANSEUNTES 2024 propõe um minicurso de fotografia com esse público trazendo como resultado uma exposição com suas visões sobre o mundo e a educação.",Inclusão Social,Pessoas Trans,Educação e Diversidade,,"O “Programa de Educação Tutorial (PET) Conexão de Saberes Educação: Licenciaturas” é composto por estudantes dos cursos de Licenciatura da Universidade Federal do Espírito Santo (UFES), Campus Goiabeiras, sediado no Centro de Educação e, como tal, trata da formação inicial de professores. O grupo existe desde 2010 como um programa do Ministério da Educação e seus objetivos estão ligados à indissociabilidade da tríade Pesquisa, Ensino e Extensão. Dentro do seu planejamento anual, o PETLic prevê a realização de atividades nestes três campos. Inspirados em um projeto, realizado pelo tutor do PETLic, em 2023, junto ao GTPCEGDS - Política de Classe para as Questões Étnico-Raciais, de Gênero e Diversidade Sexual com apoio da Associação de Docentes da Universidade Federal do Espírito Santo (Adufes), o PETLicenciaturas pretende realizar a 2ª Edição, como Curso de Extensão, a Oficina de Fotografia ‘TRANSEUNTES 2024'. Partindo desse ponto e, pensando a Inclusão Social, e dela faz parte a inclusão educativa e do mundo do trabalho, o Programa de Educação Tutorial Conexões de Saberes Educação: Licenciaturas da Universidade Federal do Espírito Santo (PETLic – Ufes), estabeleceu pareceria com a GOLD – Grupo Orgulho, Liberdade e Dignidade, com o Tribunal Regional do Trabalho e Ministério Público do Trabalho, ambos do Espírito Santo, tendo como leitmotiv tirar o foco do “espaço” e considerar a cidade como “lugar de direitos ”,  propondo uma leitura imagética sobre/da cidade por parte de um grupo específico, historicamente minorizado, que tem seu parecer – sobre a mesma – invisibilizado ao ponto do não reconhecimento de suas existências e de seu pertencimento, seja pela compreensão da possibilidade de acesso ao Ensino Superior, como no mundo do trabalho","Departamento de Linguagens, Cultura e Educação",DLCE/CE,0.016483516483516484,0.8476111,35.181029087925324,False
4967,"Evento de Extensão: SEMINÁRIO INTERNACIONAL INFÂNCIAS, MULHERES EM DIFERENTES TERRITÓRIOS E CULTURAS: CONSTRUINDO O “BEM VIVER” ",Extensão,Evento de Extensão,2025-08-19,2025-08-23,Inadimplente,ROSALI RAUTA SILLER,Departamento de Teorias de Ensino e Práticas Educacionais,DTEPE/CE,"Este SEMINÁRIO INTERNACIONAL INFÂNCIAS, MULHERES EM DIFERENTES TERRITÓRIOS E CULTURAS: CONSTRUINDO O “BEM VIVER” PARA TODAS AS PESSOAS  E PARA SEMPRE, será o primeiro espaço de referência em nosso Estado nas discussões e produções de conhecimentos que problematizam as articulações que perpassam a educação das crianças, construindo interlocuções com as lutas e demandas de profissionais docentes e não-docentes, dos movimentos sociais que atuam em  defesa da educação infantil e do direito das crianças vivenciarem suas infâncias em espaços institucionais ou não. Trata-se de um Seminário formativo em âmbito internacional na modalidade presencial que pretende possibilitar uma compreensão da atual crise social, econômica, política, cultural, ecológica que afetam sobretudo as crianças, mulheres no mundo e as colocam em condições de desigualdades a ser superado para potencializar uma consciência anticapitalista, antipatriarcal, anticolonialista, tendo como horizonte o Bem Viver.",Infâncias,Mulheres,Educação Infantil,Gênero,"Trata-se de um Seminário de caráter multidisciplinar, inscrito na categoria internacional,  de extrema relevância teórico-prático, por promover intercâmbio acadêmico, científico ou tecnológico e a difusão de conhecimentos, com a participação de pesquisadores/as, docentes, discentes de todas as etapas da Educação Básica e da graduação e pós-graduação do Ensino Superior de diferentes instituições nacionais e internacionais que têm se debruçado sobre a temática em tela. Garante em seu escopo a composição da Comissão Organizadora e do Comitê Científico, representadas por: 
Instituições Internacionais reconhecidas internacionalmente: Universidade Lusófona-Centro Universitário Lisboa/Portugal e Università degli Studi di Firenze/Itália; 
Universidades Públicas brasileiras; 
 Colégios de Aplicação CAP Criarte e CAP USP, do Centro de Educação, da Universidade;
Grupo de Estudos e Pesquisas sobre Infâncias, Migração, Diversidade linguística e Interculturalidade-GEPIMDI cadastrado na Capes
Grupo de Estudos e Pesquisas em Linguagens e Diversidade em Educação Química
 Programa de Pós-graduação Profissional em Educação (PPGPE) do Centro de Educação da Universidade Federal do Espírito Santo
 Programa de Pós-graduação em Educação- PPGE/CE/ Ufes e de demais Universidades 
 Cursos de Graduação da Universidade Federal do Espírito Santo
 Instituto Federal do Espírito Santo-IFES
Movimento Interfórum do Espírito Santo-FOPEIES
Este Seminário ao produzir debates, reflexões e divulgar pesquisas concluídas e/ou em andamento aprofundará conhecimentos que nos ajudam a pensar aspectos importantes sobre as crianças, mulheres  e suas relações desiguais de gênero desde a infância, de modo a compor um lócus próprio de discussão de aportes teóricos que possibilitam a fundamentação de outras pesquisas tendo como horizonte a produção de relações mais harmoniosas, humanizadoras por meio do Bem Viver. 
",Departamento de Teorias de Ensino e Práticas Educacionais,DTEPE/CE,0.01642068873819971,0.8567528,20.65022141785428,False
5393,Núcleo Economia por Mulheres,Extensão,Projeto de Extensão,2026-03-16,2028-03-16,Ativo,POLLYANNA PAGANOTO MOURA,Departamento de Economia,DE/CCJE,"O Núcleo de Economia por Mulheres surge no Curso de Ciências Econômicas da Universidade Federal do Espírito Santo em um contexto marcado pela persistente ausência de representatividade feminina na área. Embora tenha se observado um aumento no ingresso de mulheres na graduação, isso não se traduz, necessariamente, em permanência, protagonismo ou segurança para avançar na carreira acadêmica e profissional. Diante desse cenário, o projeto de extensão propõe a criação de um espaço institucional de acolhimento, escuta e formação, voltado à integração das estudantes e ao fortalecimento de suas trajetórias. Por meio de palestras, rodas de conversa, oficinas técnicas e articulação com professoras, egressas e profissionais da área, busca-se ampliar oportunidades, compartilhar experiências e construir, de forma coletiva, estratégias que promovam maior equidade e participação das mulheres na Economia.
",Representação feminina,Equidade de gênero,Formação acadêmica,Extensão universitária,"O Núcleo Economia por Mulheres (NEPM) surge da necessidade de criar, no curso de Ciências Econômicas da Universidade Federal do Espírito Santo, um espaço institucional voltado à valorização, ao fortalecimento e à ampliação da participação feminina. Trata-se de uma iniciativa que busca enfrentar uma lacuna histórica, reconhecendo que a ausência de espaços dedicados também constitui uma forma de silenciamento. Dados de pesquisa realizada pelo grupo EconomistAs – Brazilian Women in Economics (USP), em 2020, evidenciam que a presença feminina na área ainda é limitada: 35,8% na graduação, 31,9% no mestrado e 35% no doutorado. Embora se observe, nos processos seletivos mais recentes da UFES, um aumento na entrada de mulheres, isso não garante, por si só, representatividade efetiva.

Nesse contexto, o NEPM propõe atuar dentro e fora da universidade por meio de palestras, rodas de conversa, oficinas técnicas e diálogo com professoras, egressas e profissionais da área. O objetivo é ampliar oportunidades, promover trocas de experiências e construir, de forma coletiva, estratégias que fortaleçam a equidade de gênero na Economia. Seu caráter extensionista se destaca pela articulação entre formação acadêmica, compromisso social e transformação do ambiente universitário, por meio de ações contínuas, colaborativas e formativas.

Além disso, o núcleo busca estabelecer conexões com a comunidade externa, promovendo parcerias com instituições relevantes, realizando visitas técnicas em escolas e produzindo conteúdo em redes sociais. Dessa forma, contribui tanto para a formação das estudantes envolvidas quanto para a conscientização da sociedade sobre a importância da presença feminina na Economia.",Departamento de Economia,DE/CCJE,0.01636178861788618,0.8492578,32.85353367397766,False
4549,"Terapêuticas não farmacológicas para redução dos sintomas vaso motores e ansiedade,  e melhora do sono  em mulheres na menopausa.",Extensão,Projeto de Extensão,2024-07-22,2025-12-10,Inadimplente,GLAUCIA RODRIGUES DE ABREU,Departamento de Ciências Fisiológicas,DCFI/CCS,"Neste projeto, pretende-se demonstrar os efeitos das práticas complementares da acupuntura e Mindfuness na melhora qualidade de vida reduzindo sintomas da menopausa no tratamento de doenças cardiovasculares em mulheres na menopausa em tratamento no HUCAM/UFES  na região metropolitana. Esperamos atender e acompanhar as mulheres atendidas no setor de cardiologia  e climatério do Hospital  HUCAM (projeto aprovado pelo CEP), avaliando seus  impactos na sua saúde da mulher no climatério. Pretendemos ainda estimular os alunos da pós e graduação a investigarem as terapias não farmacológicas no processo  saúde-doenças, buscando compreender mecanismos associados aos tratamentos e uma melhor qualidade de vida e bem estar. ",Saude da mulher ,Menopausa ,Acupuntura/Mindfuness,Doenças cardiovasculares ,"Essa proposta pretende articular estratégias não farmacológicas através das práticas integrativas e complementares em saúde (PICS), utilizando ferramentas que possibilitem a promoção da saúde e o cuidado através das práticas integrativas e complementares em saúde. Além disso, pretende-se uma integração entre professores, estudantes de graduação e pós-graduação da UFES e da comunidade externa, reforçando a importância da Inter profissionalidade na saúde. As ações vinculadas a esta proposta por meio de técnicas como a acupuntura e intervenções baseadas em mindfulness promoverão a saúde e o cuidado a indivíduos portadores de agravos à saúde por meio de terapêuticas e saberes ancorados na Política Nacional de Práticas Integrativas e Complementares em Saúde do SUS. Essa seria a oportunidade de os dois Programas atuarem em linhas de pesquisas voltadas para a saúde da mulher. ",Departamento de Ciências Fisiológicas,DCFI/CCS,0.016234616391725583,0.8564455,21.126845808866534,False
535,Futsal Feminino Universitário,Extensão,Projeto de Extensão,2017-08-01,2026-02-28,Aguardando envio de relatório,MARIANA ZUANETI MARTINS,Departamento de Desportos,DD/CEFD,"Ao olhar para as práticas esportivas, é necessário compreender que as mesmas são perpassadas por relações de poder e representações sociais. Dentre as possibilidades de relações de poder que perpassam o esporte, em especial o futebol, podemos destacar o marcador de gênero. Dunning e Elias (1992). Entretanto, as dificuldades para a adesão e permanência das mulheres nessa modalidade esportiva não têm significado a inexistência do futebol feminino. Na UFES, este projeto fomenta a participação no futsal para mulheres da universidade e da comunidade externa desde 2017. O presente projeto de extensão busca, deste modo, atuar criando um espaço para a prática e sistematizando os processos  de ensino-aprendizagem-treinamento nesse ambiente. As atividades desenvolvidas no projeto com a equipe serão desenvolvidas por acadêmicos do curso superior de Educação Física, bolsistas, estagiários e/ou voluntários do projeto, supervisionados diretamente pela professora coordenadora.",futsal,gênero,treinamento,,"Ao olhar para as práticas esportivas, é necessário compreender que as mesmas são perpassadas por relações de poder e representações sociais. Dentre as possibilidades de relações de poder que perpassam o esporte, em especial o futebol, podemos destacar o marcador de gênero. Dunning e Elias (1992). Entretanto, as dificuldades para a adesão e permanência das mulheres nessa modalidade esportiva não têm significado a inexistência do futebol feminino. Na UFES, este projeto fomenta a participação no futsal para mulheres da universidade e da comunidade externa desde 2017. Esse ano, o projeto tem tomado novas e grandes proporções. Com a abertura para a comunidade externa, o número de participantes tem aumentado exponencialmente. O presente projeto de extensão busca, deste modo, atuar criando um espaço para a prática e sistematizando os processos  de ensino-aprendizagem-treinamento nesse ambiente. As atividades desenvolvidas no projeto com a equipe serão desenvolvidas por acadêmicos do curso superior de Educação Física, bolsistas, estagiários e/ou voluntários do projeto, supervisionados diretamente pela professora coordenadora.
",Departamento de Desportos,DD/CEFD,0.016233766233766232,0.85394925,25.06868235749351,False
1162,EnsinaR,Extensão,Projeto de Extensão,2019-10-07,2021-10-04,Concluído,AGATHA SACRAMENTO RODRIGUES,Departamento de Estatística,DE/CCE,"Esse projeto de extensão visa a divulgação, ensino e treinamento da comunidade sobre o software R (https://www.r-project.org/). O software R é um software gratuito com linguagem e ambiente para análise de dados. É um dos principais software da ciência de dados, com uma comunidade muito ativa e engajada. Dentre as atividades deste projeto de extensão, destacamos os cursos de extensão em R (R para iniciantes, análise de dados em R, Machine Learning com R, visualização de dados,   dashboards com R e web scraping com R) e a criação do capítulo R-Ladies Vitória (https://rladies.org/). R-Ladies é uma organização mundial cuja missão é promover a diversidade de gênero na comunidade R, ao promover meetups (encontros) e mentorias, garantindo espaço amigável e seguro. ",software R,análise de dados,software R,visualização de dados,"Esse projeto de extensão visa a divulgação, ensino e treinamento da comunidade sobre o software livre R (https://www.r-project.org/). ",Departamento de Estatística,DE/CCE,0.015956911305748514,0.86250913,15.009452648764718,True
